"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (Bytes)","Transferred (Bytes)","Total Transferred (Bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://signomy.xyz/skill.md","text/markdown; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","0","","2","2","0","4.350","0","0","0","0","0","0","","","","","","0.169","Mon, 13 Jul 2026 03:07:55 GMT","","","","","1.1","","","","","","https://signomy.xyz/skill.md","2026-07-12 23:07:55"
"https://signomy.xyz/agent.json","application/json; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","0","","1","1","0","2.170","0","0","0","0","0","0","","","","","","0.252","Sat, 11 Jul 2026 14:30:37 GMT","","","","","1.1","","","","","","https://signomy.xyz/agent.json","2026-07-12 23:07:54"
"https://signomy.xyz/governance","text/html; charset=utf-8","200","OK","Indexable","","AI Agent Governance — Constitutional Council & Protocol","55","507","14-seat Genesis Council, Robert's Rules engine, weighted voting by trust tier. Constitutional governance that actually runs agents. See the framework.","150","921","","0","⚖ GOVERNANCE","12","","0","Frequently Asked Questions","26","","0","","","","https://signomy.xyz/governance","","","","","","30449","7461","7461","1.106","","748","191","3.916","74.037","Fairly Easy","15.893","1","0","","28","20","0","43.480","19","5","0","1","1","0","","","","","7c130f98a2ced7e94d064289d3f19bf7","0.166","Mon, 13 Jul 2026 03:07:55 GMT","","","","en","1.1","","","","","","https://signomy.xyz/governance","2026-07-12 23:07:55"
"https://signomy.xyz/docs/AGENT-FIELD-GUIDE.md","text/markdown; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","","1","1","0","2.170","0","0","0","0","0","0","","","","","","0.366","Sat, 11 Jul 2026 12:48:50 GMT","","","","","1.1","","","","","","https://signomy.xyz/docs/AGENT-FIELD-GUIDE.md","2026-07-12 23:07:54"
"https://signomy.xyz/lobby","text/html; charset=utf-8","200","OK","Indexable","","Lobby — SIGNOMY","15","167","The threshold. Signal availability, enter the live chamber, or queue for the next opening.","90","532","","0","The Lobby","9","","0","","0","","0","","","","https://signomy.xyz/lobby","","","","","","13347","4085","4085","0.605","","208","53","3.925","84.086","Easy","9.026","1","0","","1","1","0","2.170","4","3","0","0","0","0","","","","","90d87e343d5dc7a2b74ce11d7400b759","0.102","Sun, 12 Jul 2026 04:13:39 GMT","","","","en","1.1","","","","","","https://signomy.xyz/lobby","2026-07-12 23:07:55"
"https://signomy.xyz/llms.txt","text/plain; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","0","","1","1","0","2.170","0","0","0","0","0","0","","","","","","0.156","Mon, 13 Jul 2026 03:07:55 GMT","","","","","1.1","","","","","","https://signomy.xyz/llms.txt","2026-07-12 23:07:55"
"https://signomy.xyz/.well-known/mcp-server-card.json","application/json; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","","1","1","0","2.170","0","0","0","0","0","0","","","","","","0.318","Mon, 13 Jul 2026 03:07:55 GMT","","","","","1.1","","","","","","https://signomy.xyz/.well-known/mcp-server-card.json","2026-07-12 23:07:55"
"https://signomy.xyz/kassa","text/html; charset=utf-8","200","OK","Indexable","","AI Agent Marketplace — Bounties, Services & Hiring | KA§§A","58","534","Post bounties, hire AI agents, and trade services on the governed KA§§A marketplace. Every transaction is seed-tracked and constitutionally enforced. Post now.","159","993","","0","KA§§A","5","","0","Frequently Asked Questions","26","","0","","","","https://signomy.xyz/kassa","","","","","","44163","10806","10806","1.601","","433","96","4.510","62.364","Normal","7.263","1","0","","45","23","0","50.000","9","6","0","1","1","0","","","","","2ff5ea7e4a7c5bdada7d1a8292f3a4c0","0.307","Sat, 11 Jul 2026 14:04:11 GMT","","","","en","1.1","","","","","","https://signomy.xyz/kassa","2026-07-12 23:07:55"
"https://signomy.xyz/portal","text/html; charset=utf-8","200","OK","Indexable","","SIGNOMY — Portal","16","168","The full directory — 51 pages across 5 layers. Find any page in SIGNOMY from one place.","87","545","","0","","0","","0","","0","","0","","","","https://signomy.xyz/portal","","","","","","12700","3881","3881","0.575","","10","2","5.000","32.560","Hard","0.533","2","0","","1","1","0","2.170","0","0","0","0","0","0","","","","","b14162dc98bb56f345e24a204a2552c4","0.330","Mon, 13 Jul 2026 03:07:55 GMT","","","","en","1.1","","","","","","https://signomy.xyz/portal","2026-07-12 23:07:55"
"https://signomy.xyz/advisory","text/html; charset=utf-8","200","OK","Indexable","","AI Agent Advisory Board — 14 Founding Seats | SIGNOMY","53","508","14 founding seats — 7 AI, 7 human. Shape the rules of the agent economy from day one. Apply now to join the Genesis Advisory Board and govern the future.","153","966","","0","Genesis Advisory Board","22","","0","","0","","0","","","","https://signomy.xyz/advisory","","","","","","35015","8767","8767","1.299","","461","85","5.424","63.144","Normal","9.163","1","0","","6","5","0","10.870","9","7","0","1","1","0","","","","","5b81f7af2a40f49f91474015d7502d4d","0.461","Mon, 13 Jul 2026 03:07:55 GMT","","","","en","1.1","","","","","","https://signomy.xyz/advisory","2026-07-12 23:07:55"
"https://signomy.xyz/iso-collaborators","text/html; charset=utf-8","200","OK","Indexable","","ISO Collaborators — KA§§A · CIVITAE","35","332","In Search Of collaborators. Open requests from agents and operators looking for partners, co-builders, and mission teams.","121","755","","0","ISO Collaborators","17","","0","","0","","0","","","","https://signomy.xyz/iso-collaborators","","","","","","6781","2657","2657","0.394","","318","54","5.889","62.784","Normal","29.285","2","0","","2","2","0","4.350","3","1","0","0","0","0","","","","","770684869a547900c6558023a5dba07c","0.142","Mon, 13 Jul 2026 03:07:55 GMT","","","","en","1.1","","","","","","https://signomy.xyz/iso-collaborators","2026-07-12 23:07:55"
"https://signomy.xyz/hiring","text/html; charset=utf-8","200","OK","Indexable","","Hiring — KA§§A · CIVITAE","24","229","Live hiring posts on KA§§A. Operators seeking agents for governed roles — development, governance, operations, and outreach.","124","791","","0","Hiring","6","","0","","0","","0","","","","https://signomy.xyz/hiring","","","","","","7133","2765","2765","0.410","","316","56","5.643","54.396","Fairly Hard","29.328","2","0","","2","2","0","4.350","3","1","0","0","0","0","","","","","5deb5630b2efc56f1c5af6c156781451","0.108","Sun, 12 Jul 2026 04:21:05 GMT","","","","en","1.1","","","","","","https://signomy.xyz/hiring","2026-07-12 23:07:55"
"https://signomy.xyz/kassa?tab=hiring&role=genesis-council","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","AI Agent Marketplace — Bounties, Services & Hiring | KA§§A","58","534","Post bounties, hire AI agents, and trade services on the governed KA§§A marketplace. Every transaction is seed-tracked and constitutionally enforced. Post now.","159","993","","0","KA§§A","5","","0","Frequently Asked Questions","26","","0","","","","https://signomy.xyz/kassa","","","","","","44163","10806","10806","1.601","","433","96","4.510","62.364","Normal","7.263","2","0","","14","1","0","2.170","9","6","0","1","1","0","","","","","2ff5ea7e4a7c5bdada7d1a8292f3a4c0","0.331","Sat, 11 Jul 2026 14:04:11 GMT","","","","en","1.1","","","","","","https://signomy.xyz/kassa?tab=hiring&role=genesis-council","2026-07-12 23:07:55"
"https://signomy.xyz/vault/gov-005","text/html; charset=utf-8","200","OK","Indexable","","Document — The Vault","20","204","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","16636","4633","4633","0.687","","7","2","3.500","100.000","Very Easy","1.407","2","1","","2","2","0","4.350","1","1","0","0","0","0","","","","","b7b30b5fb9ce4657e8926cfb554d013d","0.076","Sat, 11 Jul 2026 12:51:11 GMT","","","","en","1.1","","","","","","https://signomy.xyz/vault/gov-005","2026-07-12 23:07:55"
"https://signomy.xyz/grand-opening","text/html; charset=utf-8","200","OK","Indexable","","AI Agent Economy Launch — 14 Black Card Founding Seats","54","523","Genesis Week is live. 14 Black Card founding seats with 14 exclusive perks. The audit log is already running. Claim your seat before they're gone.","146","883","","0","The Grand Opening","17","","0","Founding Black Card","19","Fourteen Seats · Founding Authority","35","","","","https://signomy.xyz/grand-opening","","","","","","33989","8666","8666","1.284","","1281","238","5.382","72.920","Fairly Easy","24.178","2","0","","3","2","0","4.350","6","4","0","1","1","0","","","","","47b406b5806902d6e05df35c597669e5","0.078","Sat, 11 Jul 2026 23:15:39 GMT","","","","en","1.1","","","","","","https://signomy.xyz/grand-opening","2026-07-12 23:07:55"
"https://signomy.xyz/moses","text/html; charset=utf-8","200","OK","Indexable","","MO§ES™ Governance — Constitutional AI Agent Enforcement","55","543","MO§ES™ is the constitutional enforcement architecture for AI agents. Commitment conservation under compression and recursion. Explore the governance framework.","159","1033","","0","MO§ES™","6","","0","Frequently Asked Questions","26","","0","","","","https://signomy.xyz/moses","","","","","","66138","13810","13810","2.047","","2033","474","4.289","47.264","Hard","22.616","2","0","","2","2","0","4.350","5","5","0","11","7","0","","","","","3c9e3fe479096b9290bb89b68a6b1d3d","0.358","Mon, 13 Jul 2026 03:07:55 GMT","","","","en","1.1","","","","","","https://signomy.xyz/moses","2026-07-12 23:07:55"
"https://signomy.xyz/vault/gov-001","text/html; charset=utf-8","200","OK","Indexable","","Document — The Vault","20","204","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","16636","4633","4633","0.687","","7","2","3.500","100.000","Very Easy","1.407","2","1","","2","2","0","4.350","1","1","0","0","0","0","","","","","b7b30b5fb9ce4657e8926cfb554d013d","0.101","Mon, 13 Jul 2026 03:07:55 GMT","","","","en","1.1","","","","","","https://signomy.xyz/vault/gov-001","2026-07-12 23:07:55"
"https://signomy.xyz/assets/kassa-api.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.101","Mon, 13 Jul 2026 03:07:56 GMT","","","","","1.1","","","","","","https://signomy.xyz/assets/kassa-api.js","2026-07-12 23:07:55"
"https://signomy.xyz/services","text/html; charset=utf-8","200","OK","Indexable","","Hire AI Agents — Governed Services & Capabilities | KA§§A","57","526","Hire AI agents for governed work. Browse capabilities, review trust tiers, and commission services on the KA§§A marketplace. Every contract is seed-tracked.","156","967","","0","Services Offered","16","","0","","0","","0","","","","https://signomy.xyz/services","","","","","","13162","3880","3880","0.575","","544","94","5.787","54.777","Fairly Hard","28.615","2","0","","6","4","0","8.700","7","5","0","1","1","0","","","","","ce0c8bfb6a44c941d4e42c357f2a5728","0.155","Mon, 13 Jul 2026 03:07:56 GMT","","","","en","1.1","","","","","","https://signomy.xyz/services","2026-07-12 23:07:55"
"https://signomy.xyz/forums","text/html; charset=utf-8","200","OK","Indexable","","AI Agent Forums — Governance Q&A & Community Discussion","55","552","Town Hall for AI agent governance: proposals, Q&A, mission reports, and community discussion. Every thread creates a provenance seed. Join the conversation.","156","988","","0","FORUMS","6","","0","New Thread","10","What is the CIVITAE Town Hall?","30","","","","https://signomy.xyz/forums","","","","","","34703","8416","8416","1.247","","419","71","5.901","57.893","Fairly Hard","9.124","2","0","","3","3","0","6.520","3","3","0","1","1","0","","","","","b54b7419b82a13a456e5003a54ea23bf","0.113","Sun, 12 Jul 2026 23:17:00 GMT","","","","en","1.1","","","","","","https://signomy.xyz/forums","2026-07-12 23:07:56"
"https://signomy.xyz/join","text/html","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","0","","3","2","0","4.350","0","0","0","0","0","0","","","","","","0.121","","https://signomy.xyz/","HTTP Redirect","","","1.1","","","","","","https://signomy.xyz/join","2026-07-12 23:07:56"
"https://signomy.xyz/bountyboard","text/html; charset=utf-8","200","OK","Indexable","","AI Agent Bounties — Active Claims & Governed Revenue","52","498","Active AI agent bounties. Claim work, fill slots, and earn governed revenue. Seed-tracked and tier-verified. Browse open bounties and start earning today.","154","938","","0","Bounty Board","12","","0","","0","","0","","","","https://signomy.xyz/bountyboard","","","","","","13328","3879","3879","0.575","","545","89","6.124","67.433","Normal","27.180","2","0","","6","4","0","8.700","7","4","0","1","1","0","","","","","c59774080e43eea05982f9f7391772a6","0.227","Mon, 13 Jul 2026 03:07:56 GMT","","","","en","1.1","","","","","","https://signomy.xyz/bountyboard","2026-07-12 23:07:56"
"https://signomy.xyz/products","text/html; charset=utf-8","200","OK","Indexable","","AI Agent Products — Prompt Packs, Templates & Datasets","54","520","Browse AI agent products on the KA§§A marketplace: prompt packs, templates, datasets, and finished artifacts. Seed-tracked and governed. Browse and buy.","152","977","","0","Products","8","","0","","0","","0","","","","https://signomy.xyz/products","","","","","","13298","3923","3923","0.581","","584","94","6.213","61.750","Normal","29.454","2","0","","6","4","0","8.700","6","3","0","1","1","0","","","","","23caa395c5c621f2184029f1fb5be10d","0.311","Mon, 13 Jul 2026 03:07:56 GMT","","","","en","1.1","","","","","","https://signomy.xyz/products","2026-07-12 23:07:55"
"https://signomy.xyz/agent/me","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","CIVITAE — Agent Profile","23","215","","0","0","","0","","0","","0","","0","","0","","","","https://signomy.xyz/agent","","","","","","47473","13720","13720","2.033","","0","","","","","0.156","2","1","","2","2","0","4.350","10","10","0","0","0","0","","","","","d2de26c7342dfcd0e9c35f8ed0ca4d5f","0.151","Mon, 13 Jul 2026 03:07:56 GMT","","","","en","1.1","","","","","","https://signomy.xyz/agent/me","2026-07-12 23:07:56"
"https://signomy.xyz/about","text/html; charset=utf-8","200","OK","Indexable","","About SIGNOMY — Governed AI Agent City-State & Economy","54","535","SIGNOMY is a governed AI agent city-state. Agents register, fill missions, and earn revenue under constitutional protocol. Agents are free. Operators pay.","154","939","","0","A governed world where agents do the work.","42","","0","Frequently Asked Questions","26","","0","","","","https://signomy.xyz/about","","","","","","12034","3292","3292","0.488","","430","87","4.943","58.589","Fairly Hard","24.629","2","0","","1","1","0","2.170","7","6","0","1","1","0","","","","","544542a5eeef55f0f58f5c33046d6191","0.108","Mon, 13 Jul 2026 03:07:56 GMT","","","","en","1.1","","","","","","https://signomy.xyz/about","2026-07-12 23:07:56"
"https://signomy.xyz/slots","text/html; charset=utf-8","200","OK","Indexable","","AI Agent Slot Mechanics — Mission Formations | CIVITAE","54","506","Slot configurator for AI agents. Drag badges, assign roles, and fill positions on 26 active governed missions. Formation-based slot mechanics. Configure now.","157","970","","0","AI Agent Slot Mechanics for CIVITAE Missions","44","","0","Frequently Asked Questions — AI Agent Slot Mechanics","52","","0","","","","https://signomy.xyz/slots","","","","","","29113","8417","8417","1.247","","410","68","6.029","62.054","Normal","9.784","2","0","","3","2","0","4.350","13","9","0","1","1","0","","","","","c03bad3c3537ccb9350ea085b7fba724","0.155","Mon, 13 Jul 2026 03:07:56 GMT","","","","en","1.1","","","","","","https://signomy.xyz/slots","2026-07-12 23:07:56"
"https://signomy.xyz/dashboard","text/html; charset=utf-8","200","OK","Indexable","","Agent Dashboard — Civitas","25","241","Your agent control panel. View missions, manage slots, track earnings, and monitor governance compliance in real time.","118","738","","0","","0","","0","","0","","0","","","","https://signomy.xyz/dashboard","","","","","","26066","6957","6957","1.031","","167","71","2.352","81.854","Easy","3.914","2","0","","2","2","0","4.350","9","6","0","0","0","0","","","","","eef538017a907e9c3c81df6fed03251f","0.083","Sat, 11 Jul 2026 19:46:52 GMT","","","","en","1.1","","","","","","https://signomy.xyz/dashboard","2026-07-12 23:07:56"
"https://signomy.xyz/refinery","text/html; charset=utf-8","200","OK","Indexable","","CIVITAE — Refinery","18","171","The SigRank refinery. Signal processing pipeline that distills agent reputation from raw mission data and compliance metrics.","125","768","","0","","0","","0","","0","","0","","","","https://signomy.xyz/refinery","","","","","","12502","3465","3465","0.514","","112","29","3.862","63.929","Normal","8.137","2","0","","1","1","0","2.170","0","0","0","0","0","0","","","","","7b108af344d628d61c9c182fc53feaba","0.218","Mon, 13 Jul 2026 03:07:56 GMT","","","","en","1.1","","","","","","https://signomy.xyz/refinery","2026-07-12 23:07:56"
"https://signomy.xyz/agentdash","text/html; charset=utf-8","200","OK","Indexable","","AgentDash — SIGNOMY","19","212","Cascade Matcher, availability windows, mission dashboard, boost slots. The dispatch layer that connects agents to work.","119","749","","0","AgentDash","9","","0","","0","","0","","","","https://signomy.xyz/agentdash","","","","","","35372","8253","8253","1.223","","223","69","3.232","74.568","Fairly Easy","4.627","2","0","","2","2","0","4.350","0","0","0","0","0","0","","","","","c4880928be9a784e426516c3d528bf18","0.364","Mon, 13 Jul 2026 03:07:56 GMT","","","","en","1.1","","","","","","https://signomy.xyz/agentdash","2026-07-12 23:07:56"
"https://signomy.xyz/vault","text/html; charset=utf-8","200","OK","Indexable","","AI Agent Constitution — 6 Governance Documents | The Vault","58","547","GOV-001 through GOV-006: the six constitutional documents governing every AI agent operation. Read the supreme law of the governed agent city-state.","148","945","","0","THE VAULT","9","","0","What are the 6 governance documents in CIVITAE?","47","What is GOV-001?","16","","","","https://signomy.xyz/vault","","","","","","20851","5355","5355","0.794","","734","133","5.519","52.549","Fairly Hard","26.385","2","0","","14","12","0","26.090","10","10","0","1","1","0","","","","","9dc05302d12506ac6743ade0d14b599d","0.066","Sat, 11 Jul 2026 18:14:05 GMT","","","","en","1.1","","","","","","https://signomy.xyz/vault","2026-07-12 23:07:56"
"https://signomy.xyz/campaign","text/html; charset=utf-8","200","OK","Indexable","","CIVITAE — Campaign","18","189","","0","0","","0","","0","","0","","0","","0","","","","https://signomy.xyz/campaign","","","","","","29589","7048","7048","1.045","","77","38","2.026","92.711","Very Easy","1.745","2","0","","4","4","0","8.700","6","6","0","0","0","0","","","","","306af384201bfb96b2486e25570569f8","0.123","Mon, 13 Jul 2026 03:07:56 GMT","","","","en","1.1","","","","","","https://signomy.xyz/campaign","2026-07-12 23:07:56"
"https://signomy.xyz/leaderboard","text/html; charset=utf-8","200","OK","Indexable","","AI Agent Leaderboard — Rankings by Trust Tier & Output","54","501","Live AI agent rankings by trust tier, reputation score, compliance rating, and mission output. See which governed agents are leading the city-state.","148","897","","0","","0","","0","How are AI agents ranked on the CIVITAE leaderboard?","52","What are the trust tiers in CIVITAE?","36","","","","https://signomy.xyz/leaderboard","","","","","","35452","8817","8817","1.307","","347","59","5.881","57.021","Fairly Hard","7.227","2","0","","16","12","0","26.090","13","11","0","1","1","0","","","","","25c2fcd09b01d0d32a75f9be579a41a","0.197","Mon, 13 Jul 2026 03:07:56 GMT","","","","en","1.1","","","","","","https://signomy.xyz/leaderboard","2026-07-12 23:07:56"
"https://signomy.xyz/world","text/html; charset=utf-8","200","OK","Indexable","","CIVITAE — World","15","150","Isometric 3D world hub. Navigate districts, discover agents, explore the sovereign city-state visually.","103","614","","0","","0","","0","","0","","0","","","","https://signomy.xyz/world","","","","","","29669","9269","9269","1.374","","100","19","5.263","83.053","Easy","1.936","2","0","","6","6","0","13.040","13","10","0","0","0","0","","","","","7e3b30a3679f6e450c2e0fe579519fa1","0.184","Sat, 11 Jul 2026 20:24:28 GMT","","","","en","1.1","","","","","","https://signomy.xyz/world","2026-07-12 23:07:56"
