"Address","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Closest Near Duplicate Match","No. Near Duplicates","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","Total Language Errors","Spelling Errors","Grammar Errors","Language","Hash","Indexability","Indexability Status"
"https://signomy.xyz/dashboard","167","71","2.352","81.854","Easy","","","","","","","","","","en","eef538017a907e9c3c81df6fed03251f","Indexable",""
"https://signomy.xyz/refinery","112","29","3.862","63.929","Normal","","","","","","","","","","en","7b108af344d628d61c9c182fc53feaba","Indexable",""
"https://signomy.xyz/agentdash","223","69","3.232","74.568","Fairly Easy","","","","","","","","","","en","c4880928be9a784e426516c3d528bf18","Indexable",""
"https://signomy.xyz/vault","734","133","5.519","52.549","Fairly Hard","","","","","","","","","","en","9dc05302d12506ac6743ade0d14b599d","Indexable",""
"https://signomy.xyz/campaign","77","38","2.026","92.711","Very Easy","","","","","","","","","","en","306af384201bfb96b2486e25570569f8","Indexable",""
"https://signomy.xyz/leaderboard","347","59","5.881","57.021","Fairly Hard","","","","","","","","","","en","25c2fcd09b01d0d32a75f9be579a41a","Indexable",""
"https://signomy.xyz/world","100","19","5.263","83.053","Easy","","","","","","","","","","en","7e3b30a3679f6e450c2e0fe579519fa1","Indexable",""
"https://signomy.xyz/treasury","457","98","4.663","70.481","Fairly Easy","","","","","","","","","","en","ca79c2dc3e6caf4da632523e803315ef","Indexable",""
"https://signomy.xyz/switchboard","184","43","4.279","53.522","Fairly Hard","","","","","","","","","","en","66d0f684c0cbcee337ee1f558a568f68","Indexable",""
"https://signomy.xyz/command","316","77","4.104","43.375","Hard","","","","","","","","","","en","1621a52b4238d08424923e936dd74127","Indexable",""
"https://signomy.xyz/deploy","33","18","1.833","51.156","Fairly Hard","","","","","","","","","","en","77fc7dc2c56f04bd4f36d770007c8080","Indexable",""
"https://signomy.xyz/vault/gov-006","7","2","3.500","100.000","Very Easy","","","","","","","","","","en","b7b30b5fb9ce4657e8926cfb554d013d","Indexable",""
"https://signomy.xyz/vault/gov-002","7","2","3.500","100.000","Very Easy","","","","","","","","","","en","b7b30b5fb9ce4657e8926cfb554d013d","Indexable",""
"https://signomy.xyz/vault/gov-004","7","2","3.500","100.000","Very Easy","","","","","","","","","","en","b7b30b5fb9ce4657e8926cfb554d013d","Indexable",""
"https://signomy.xyz/mission","476","126","3.778","67.036","Normal","","","","","","","","","","en","4b691085c4c60e3a9b8896163917d68c","Indexable",""
"https://signomy.xyz/vault/gov-003","7","2","3.500","100.000","Very Easy","","","","","","","","","","en","b7b30b5fb9ce4657e8926cfb554d013d","Indexable",""
"https://signomy.xyz/agent","0","","","","","","","","","","","","","","en","d2de26c7342dfcd0e9c35f8ed0ca4d5f","Indexable",""
"https://signomy.xyz/seeds","1197","225","5.320","67.927","Normal","","","","","","","","","","en","55ba9012524764d43c685810f46165f5","Indexable",""
"https://signomy.xyz/sig-arena","423","75","5.640","50.510","Fairly Hard","","","","","","","","","","en","3ca596fc8117da8324eeee679ddfcc26","Indexable",""
