"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Hash","Length","Canonical Link Element 1","URL Encoded Address"
"https://signomy.xyz/kassa?tab=hiring&role=genesis-council","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","2ff5ea7e4a7c5bdada7d1a8292f3a4c0","57","https://signomy.xyz/kassa","https://signomy.xyz/kassa?tab=hiring&role=genesis-council"
"https://signomy.xyz/vault/gov-005","text/html; charset=utf-8","200","OK","Indexable","","b7b30b5fb9ce4657e8926cfb554d013d","33","","https://signomy.xyz/vault/gov-005"
"https://signomy.xyz/grand-opening","text/html; charset=utf-8","200","OK","Indexable","","47b406b5806902d6e05df35c597669e5","33","https://signomy.xyz/grand-opening","https://signomy.xyz/grand-opening"
"https://signomy.xyz/moses","text/html; charset=utf-8","200","OK","Indexable","","3c9e3fe479096b9290bb89b68a6b1d3d","25","https://signomy.xyz/moses","https://signomy.xyz/moses"
"https://signomy.xyz/vault/gov-001","text/html; charset=utf-8","200","OK","Indexable","","b7b30b5fb9ce4657e8926cfb554d013d","33","","https://signomy.xyz/vault/gov-001"
"https://signomy.xyz/assets/kassa-api.js","application/javascript; charset=utf-8","200","OK","Indexable","","","39","","https://signomy.xyz/assets/kassa-api.js"
"https://signomy.xyz/services","text/html; charset=utf-8","200","OK","Indexable","","ce0c8bfb6a44c941d4e42c357f2a5728","28","https://signomy.xyz/services","https://signomy.xyz/services"
"https://signomy.xyz/forums","text/html; charset=utf-8","200","OK","Indexable","","b54b7419b82a13a456e5003a54ea23bf","26","https://signomy.xyz/forums","https://signomy.xyz/forums"
"https://signomy.xyz/join","text/html","301","Moved Permanently","Non-Indexable","Redirected","","24","","https://signomy.xyz/join"
"https://signomy.xyz/bountyboard","text/html; charset=utf-8","200","OK","Indexable","","c59774080e43eea05982f9f7391772a6","31","https://signomy.xyz/bountyboard","https://signomy.xyz/bountyboard"
"https://signomy.xyz/products","text/html; charset=utf-8","200","OK","Indexable","","23caa395c5c621f2184029f1fb5be10d","28","https://signomy.xyz/products","https://signomy.xyz/products"
"https://signomy.xyz/agent/me","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","d2de26c7342dfcd0e9c35f8ed0ca4d5f","28","https://signomy.xyz/agent","https://signomy.xyz/agent/me"
"https://signomy.xyz/about","text/html; charset=utf-8","200","OK","Indexable","","544542a5eeef55f0f58f5c33046d6191","25","https://signomy.xyz/about","https://signomy.xyz/about"
"https://signomy.xyz/slots","text/html; charset=utf-8","200","OK","Indexable","","c03bad3c3537ccb9350ea085b7fba724","25","https://signomy.xyz/slots","https://signomy.xyz/slots"
"https://signomy.xyz/dashboard","text/html; charset=utf-8","200","OK","Indexable","","eef538017a907e9c3c81df6fed03251f","29","https://signomy.xyz/dashboard","https://signomy.xyz/dashboard"
"https://signomy.xyz/refinery","text/html; charset=utf-8","200","OK","Indexable","","7b108af344d628d61c9c182fc53feaba","28","https://signomy.xyz/refinery","https://signomy.xyz/refinery"
"https://signomy.xyz/agentdash","text/html; charset=utf-8","200","OK","Indexable","","c4880928be9a784e426516c3d528bf18","29","https://signomy.xyz/agentdash","https://signomy.xyz/agentdash"
"https://signomy.xyz/vault","text/html; charset=utf-8","200","OK","Indexable","","9dc05302d12506ac6743ade0d14b599d","25","https://signomy.xyz/vault","https://signomy.xyz/vault"
"https://signomy.xyz/campaign","text/html; charset=utf-8","200","OK","Indexable","","306af384201bfb96b2486e25570569f8","28","https://signomy.xyz/campaign","https://signomy.xyz/campaign"
"https://signomy.xyz/leaderboard","text/html; charset=utf-8","200","OK","Indexable","","25c2fcd09b01d0d32a75f9be579a41a","31","https://signomy.xyz/leaderboard","https://signomy.xyz/leaderboard"
"https://signomy.xyz/world","text/html; charset=utf-8","200","OK","Indexable","","7e3b30a3679f6e450c2e0fe579519fa1","25","https://signomy.xyz/world","https://signomy.xyz/world"
"https://signomy.xyz/treasury","text/html; charset=utf-8","200","OK","Indexable","","ca79c2dc3e6caf4da632523e803315ef","28","https://signomy.xyz/treasury","https://signomy.xyz/treasury"
"https://signomy.xyz/console","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","27","","https://signomy.xyz/console"
"https://signomy.xyz/assets/_nav.js?v=2","application/javascript; charset=utf-8","200","OK","Indexable","","","38","","https://signomy.xyz/assets/_nav.js?v=2"
"https://signomy.xyz/switchboard","text/html; charset=utf-8","200","OK","Indexable","","66d0f684c0cbcee337ee1f558a568f68","31","https://signomy.xyz/switchboard","https://signomy.xyz/switchboard"
"https://signomy.xyz/command","text/html; charset=utf-8","200","OK","Indexable","","1621a52b4238d08424923e936dd74127","27","https://signomy.xyz/command","https://signomy.xyz/command"
"https://signomy.xyz/deploy","text/html; charset=utf-8","200","OK","Indexable","","77fc7dc2c56f04bd4f36d770007c8080","26","https://signomy.xyz/deploy","https://signomy.xyz/deploy"
"https://signomy.xyz/vault/gov-006","text/html; charset=utf-8","200","OK","Indexable","","b7b30b5fb9ce4657e8926cfb554d013d","33","","https://signomy.xyz/vault/gov-006"
"https://signomy.xyz/vault/gov-002","text/html; charset=utf-8","200","OK","Indexable","","b7b30b5fb9ce4657e8926cfb554d013d","33","","https://signomy.xyz/vault/gov-002"
"https://signomy.xyz/vault/gov-004","text/html; charset=utf-8","200","OK","Indexable","","b7b30b5fb9ce4657e8926cfb554d013d","33","","https://signomy.xyz/vault/gov-004"
"https://signomy.xyz/mission","text/html; charset=utf-8","200","OK","Indexable","","4b691085c4c60e3a9b8896163917d68c","27","https://signomy.xyz/mission","https://signomy.xyz/mission"
"https://signomy.xyz/admin","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","25","","https://signomy.xyz/admin"
"https://signomy.xyz/vault/gov-003","text/html; charset=utf-8","200","OK","Indexable","","b7b30b5fb9ce4657e8926cfb554d013d","33","","https://signomy.xyz/vault/gov-003"
"https://signomy.xyz/agent","text/html; charset=utf-8","200","OK","Indexable","","d2de26c7342dfcd0e9c35f8ed0ca4d5f","25","https://signomy.xyz/agent","https://signomy.xyz/agent"
"https://signomy.xyz/seeds","text/html; charset=utf-8","200","OK","Indexable","","55ba9012524764d43c685810f46165f5","25","https://signomy.xyz/seeds","https://signomy.xyz/seeds"
"https://signomy.xyz/sig-arena","text/html; charset=utf-8","200","OK","Indexable","","3ca596fc8117da8324eeee679ddfcc26","29","https://signomy.xyz/sig-arena","https://signomy.xyz/sig-arena"
