"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"https://signomy.xyz/campaign","text/html; charset=utf-8","200","OK","Indexable","","4","0.172","",""
"https://signomy.xyz/about","text/html; charset=utf-8","200","OK","Indexable","","2","0.269","",""
"https://fonts.googleapis.com/css2?family=DM+Sans:wght@400;500;600;700&family=DM+Mono:wght@400;500&display=swap","text/css; charset=utf-8","200","OK","Indexable","","0","0.304","",""
"https://signomy.xyz/vault","text/html; charset=utf-8","200","OK","Indexable","","15","0.195","",""
"https://signomy.xyz/leaderboard","text/html; charset=utf-8","200","OK","Indexable","","19","0.168","",""
"https://signomy.xyz/world","text/html; charset=utf-8","200","OK","Indexable","","6","0.150","",""
"https://signomy.xyz/switchboard","text/html; charset=utf-8","200","OK","Indexable","","1","0.135","",""
"https://fonts.googleapis.com/css2?family=Playfair+Display:wght@700;900&family=DM+Sans:wght@400;500;600&family=DM+Mono:wght@400;500&display=swap","text/css; charset=utf-8","200","OK","Indexable","","0","0.265","",""
"https://signomy.xyz/assets/_nav.js?v=2","application/javascript; charset=utf-8","200","OK","Indexable","","0","0.129","",""
"https://signomy.xyz/deploy","text/html; charset=utf-8","200","OK","Indexable","","11","0.196","",""
"https://signomy.xyz/vault/gov-002","text/html; charset=utf-8","200","OK","Indexable","","1","0.153","",""
"https://signomy.xyz/vault/gov-006","text/html; charset=utf-8","200","OK","Indexable","","1","0.190","",""
"https://signomy.xyz/vault/gov-003","text/html; charset=utf-8","200","OK","Indexable","","1","0.114","",""
"https://signomy.xyz/command","text/html; charset=utf-8","200","OK","Indexable","","3","0.151","",""
"https://fonts.googleapis.com/css2?family=Playfair+Display:wght@700;900&family=DM+Sans:wght@400;500&family=DM+Mono:wght@400;500&display=swap","text/css; charset=utf-8","200","OK","Indexable","","0","0.203","",""
"https://fonts.googleapis.com/css2?family=Playfair+Display:wght@700;900&family=DM+Sans:wght@400;500;600&family=DM+Mono&display=swap","text/css; charset=utf-8","200","OK","Indexable","","0","0.201","",""
"https://signomy.xyz/mission","text/html; charset=utf-8","200","OK","Indexable","","3","0.197","",""
"https://signomy.xyz/vault/gov-004","text/html; charset=utf-8","200","OK","Indexable","","1","0.317","",""
"https://signomy.xyz/sig-arena","text/html; charset=utf-8","200","OK","Indexable","","3","0.159","",""
"https://signomy.xyz/agent","text/html; charset=utf-8","200","OK","Indexable","","0","0.169","",""
"https://fonts.googleapis.com/css2?family=DM+Mono:wght@300;400;500&family=DM+Sans:wght@400;500;600&display=swap","text/css; charset=utf-8","200","OK","Indexable","","0","0.338","",""
"https://x.com/burnmydays","text/html; charset=UTF-8","200","OK","Indexable","","1","0.366","",""
"https://github.com/SunrisesIllNeverSee/command-engine","text/html; charset=utf-8","200","OK","Indexable","","1","0.662","",""
"https://github.com/SunrisesIllNeverSee","text/html; charset=utf-8","200","OK","Indexable","","1","0.754","",""
"https://signomy.xyz/seeds","text/html; charset=utf-8","200","OK","Indexable","","4","0.337","",""
"https://fonts.googleapis.com/css2?family=Playfair+Display:ital,wght@0,700;0,900;1,400&family=DM+Sans:wght@300;400;500;700&family=DM+Mono:wght@400;500&display=swap","text/css; charset=utf-8","200","OK","Indexable","","0","0.390","",""
"https://fonts.googleapis.com/css2?family=Cormorant+Garamond:ital,wght@0,300;0,400;0,600;1,300;1,400&family=DM+Mono:wght@300;400;500&display=swap","text/css; charset=utf-8","200","OK","Indexable","","0","0.381","",""
"https://github.com/SunrisesIllNeverSee/moses-governance","text/html; charset=utf-8","200","OK","Indexable","","2","0.963","",""
"https://zenodo.org/records/18792459","text/html; charset=utf-8","200","OK","Indexable","","3","0.529","",""
"https://zenodo.org/records/19105225","text/html; charset=utf-8","200","OK","Indexable","","2","1.211","",""
