"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"https://signomy.xyz/slots","text/html; charset=utf-8","200","OK","Indexable","","3","0.762","",""
"https://signomy.xyz/agentdash","text/html; charset=utf-8","200","OK","Indexable","","2","0.439","",""
"https://signomy.xyz/products","text/html; charset=utf-8","200","OK","Indexable","","6","1.212","",""
"https://fonts.googleapis.com/css2?family=DM+Sans:wght@400;500;600;700&family=DM+Mono:wght@400;500&display=swap","text/css; charset=utf-8","200","OK","Indexable","","0","1.092","",""
"https://signomy.xyz/dashboard","text/html; charset=utf-8","200","OK","Indexable","","3","0.625","",""
"https://signomy.xyz/treasury","text/html; charset=utf-8","200","OK","Indexable","","5","0.615","",""
"https://fonts.googleapis.com/css2?family=Playfair+Display:ital,wght@0,400;0,700;0,900;1,400&family=DM+Sans:wght@300;400;500;600&family=DM+Mono:wght@400;500&display=swap","text/css; charset=utf-8","200","OK","Indexable","","0","0.939","",""
"https://signomy.xyz/vault","text/html; charset=utf-8","200","OK","Indexable","","15","0.409","",""
"https://signomy.xyz/campaign","text/html; charset=utf-8","200","OK","Indexable","","4","0.431","",""
"https://signomy.xyz/leaderboard","text/html; charset=utf-8","200","OK","Indexable","","19","0.363","",""
"https://fonts.googleapis.com/css2?family=DM+Mono:wght@300;400;500&family=DM+Sans:wght@300;400;500;600;700&display=swap","text/css; charset=utf-8","200","OK","Indexable","","0","1.001","",""
"https://signomy.xyz/world","text/html; charset=utf-8","200","OK","Indexable","","6","0.197","",""
"https://signomy.xyz/assets/_nav.js?v=2","application/javascript; charset=utf-8","200","OK","Indexable","","0","0.186","",""
"https://signomy.xyz/console","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","5","","",""
"https://signomy.xyz/switchboard","text/html; charset=utf-8","200","OK","Indexable","","1","0.232","",""
"https://fonts.googleapis.com/css2?family=Playfair+Display:wght@700;900&family=DM+Sans:wght@400;500;600&family=DM+Mono:wght@400;500&display=swap","text/css; charset=utf-8","200","OK","Indexable","","0","0.409","",""
"https://signomy.xyz/sig-arena","text/html; charset=utf-8","200","OK","Indexable","","3","0.143","",""
"https://signomy.xyz/deploy","text/html; charset=utf-8","200","OK","Indexable","","11","0.233","",""
"https://signomy.xyz/refinery","text/html; charset=utf-8","200","OK","Indexable","","2","1.086","",""
"https://signomy.xyz/command","text/html; charset=utf-8","200","OK","Indexable","","3","0.307","",""
"https://signomy.xyz/vault/gov-006","text/html; charset=utf-8","200","OK","Indexable","","1","0.137","",""
"https://signomy.xyz/mission","text/html; charset=utf-8","200","OK","Indexable","","3","0.317","",""
"https://fonts.googleapis.com/css2?family=Playfair+Display:wght@700;900&family=DM+Sans:wght@400;500&family=DM+Mono:wght@400;500&display=swap","text/css; charset=utf-8","200","OK","Indexable","","0","0.333","",""
"https://signomy.xyz/vault/gov-002","text/html; charset=utf-8","200","OK","Indexable","","1","0.154","",""
"https://signomy.xyz/vault/gov-003","text/html; charset=utf-8","200","OK","Indexable","","1","0.221","",""
"https://signomy.xyz/admin","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","2","","",""
"https://signomy.xyz/vault/gov-004","text/html; charset=utf-8","200","OK","Indexable","","1","0.287","",""
"https://fonts.googleapis.com/css2?family=DM+Mono:wght@300;400;500&family=DM+Sans:wght@400;500;600&display=swap","text/css; charset=utf-8","200","OK","Indexable","","0","0.315","",""
"https://signomy.xyz/agent","text/html; charset=utf-8","200","OK","Indexable","","0","0.089","",""
"https://fonts.googleapis.com/css2?family=Playfair+Display:wght@700;900&family=DM+Sans:wght@400;500;600&family=DM+Mono&display=swap","text/css; charset=utf-8","200","OK","Indexable","","0","0.391","",""
"https://x.com/burnmydays","text/html; charset=UTF-8","200","OK","Indexable","","1","0.206","",""
"https://github.com/SunrisesIllNeverSee","text/html; charset=utf-8","200","OK","Indexable","","1","0.377","",""
"https://fonts.googleapis.com/css2?family=Cormorant+Garamond:ital,wght@0,300;0,400;0,600;1,300;1,400&family=DM+Mono:wght@300;400;500&display=swap","text/css; charset=utf-8","200","OK","Indexable","","0","0.512","",""
"https://github.com/SunrisesIllNeverSee/command-engine","text/html; charset=utf-8","200","OK","Indexable","","1","0.789","",""
"https://zenodo.org/records/18792459","text/html; charset=utf-8","200","OK","Indexable","","3","0.784","",""
"https://signomy.xyz/seeds","text/html; charset=utf-8","200","OK","Indexable","","4","0.294","",""
"https://fonts.googleapis.com/css2?family=Playfair+Display:ital,wght@0,700;0,900;1,400&family=DM+Sans:wght@300;400;500;700&family=DM+Mono:wght@400;500&display=swap","text/css; charset=utf-8","200","OK","Indexable","","0","0.503","",""
"https://zenodo.org/records/19105225","text/html; charset=utf-8","200","OK","Indexable","","2","1.118","",""
"https://github.com/SunrisesIllNeverSee/moses-governance","text/html; charset=utf-8","200","OK","Indexable","","2","0.977","",""
